 S0C    S1C    S0U    S1U      EC       EU        OC         OU       MC     MU    CCSC   CCSU   YGC     YGCT    FGC    FGCT     GCT   
1024.0 1024.0  0.0   701.2  24576.0  14581.2   88576.0    57035.9   46080.0 42649.4 7168.0 6144.0    125    0.377   5      0.321    0.698
1024.0 1024.0  0.0   701.2  24576.0  16229.4   88576.0    57035.9   46080.0 42649.4 7168.0 6144.0    125    0.377   5      0.321    0.698
1024.0 1024.0  0.0   701.2  24576.0  17764.0   88576.0    57035.9   46080.0 42649.4 7168.0 6144.0    125    0.377   5      0.321    0.698
1024.0 1024.0  0.0   701.2  24576.0  19602.5   88576.0    57035.9   46080.0 42649.4 7168.0 6144.0    125    0.377   5      0.321    0.698
1024.0 1024.0  0.0   701.2  24576.0  21465.8   88576.0    57035.9   46080.0 42649.4 7168.0 6144.0    125    0.377   5      0.321    0.698
1024.0 1024.0  0.0   701.2  24576.0  23027.2   88576.0    57035.9   46080.0 42649.4 7168.0 6144.0    125    0.377   5      0.321    0.698
1024.0 1024.0  0.0   701.2  24576.0  24501.3   88576.0    57035.9   46080.0 42649.4 7168.0 6144.0    125    0.377   5      0.321    0.698
1024.0 1024.0 750.4   0.0   24576.0   1899.8   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0   3518.3   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0   5132.5   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0   6808.0   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0   8404.2   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0   9960.2   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0  11965.8   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0  13644.2   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0  15174.9   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0  17011.1   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0  18605.4   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0  20199.1   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0  22085.4   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0 750.4   0.0   24576.0  23637.0   88576.0    57099.9   46080.0 42649.4 7168.0 6144.0    126    0.381   5      0.321    0.702
1024.0 1024.0  0.0   673.5  24576.0   717.9    88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0   2408.0   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0   3984.9   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0   5508.8   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0   7453.0   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0   8980.3   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0  10555.2   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0  12182.3   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0  13706.7   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0  15223.4   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0  17204.4   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0  18900.4   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0  20487.9   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0  22063.6   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0  0.0   673.5  24576.0  23555.7   88576.0    57147.9   46080.0 42649.4 7168.0 6144.0    127    0.383   5      0.321    0.704
1024.0 1024.0 659.1   0.0   24576.0   811.4    88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0   2880.7   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0   4803.3   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0   6658.2   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0   8230.2   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0  10501.9   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0  12097.5   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0  13998.5   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0  16090.8   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0  17907.2   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0  20164.7   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0  21741.8   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0 659.1   0.0   24576.0  23592.6   88576.0    57163.9   46080.0 42649.4 7168.0 6144.0    128    0.385   5      0.321    0.706
1024.0 1024.0  0.0   627.1  24576.0   759.4    88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0   2911.5   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0   4770.5   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0   6694.9   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0   8561.1   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0  10416.7   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0  12359.3   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0  13913.2   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0  15852.2   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0  17576.4   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0  19288.7   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0  21498.6   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0  0.0   627.1  24576.0  23405.7   88576.0    57291.9   46080.0 42653.0 7168.0 6144.0    129    0.387   5      0.321    0.708
1024.0 1024.0 717.5   0.0   24576.0   710.7    88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0   3116.8   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0   4769.0   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0   6743.0   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0   8615.6   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0  10560.6   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0  12784.5   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0  14666.4   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0  16435.7   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0  18054.2   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0  19961.0   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0  22227.1   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0 717.5   0.0   24576.0  23902.8   88576.0    57339.9   46080.0 42655.4 7168.0 6144.0    130    0.389   5      0.321    0.711
1024.0 1024.0  0.0   723.8  24576.0   1150.9   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0   3279.4   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0   5282.1   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0   7230.7   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0   8898.7   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0  10842.2   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0  12481.9   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0  14203.5   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0  16166.3   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0  17688.9   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0  19671.7   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0  21717.1   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0  0.0   723.8  24576.0  23591.7   88576.0    57355.9   46080.0 42655.4 7168.0 6144.0    131    0.391   5      0.321    0.712
1024.0 1024.0 617.8   0.0   24576.0   724.2    88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0   2425.0   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0   4057.2   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0   5703.9   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0   7291.0   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0   8930.2   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0  10590.9   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0  12261.9   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0  13928.0   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0  15891.5   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0  17500.8   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0  19119.9   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0  21187.6   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0 617.8   0.0   24576.0  23098.3   88576.0    57395.9   46080.0 42655.4 7168.0 6144.0    132    0.394   5      0.321    0.715
1024.0 1024.0  0.0   631.8  24576.0   391.6    88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0   2158.7   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0   3787.8   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0   5460.6   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0   7710.5   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0   9377.9   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0  10999.9   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0  12654.2   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0  14698.4   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0  16425.0   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0  18057.5   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0  20335.5   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0  22347.0   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0  0.0   631.8  24576.0  24576.0   88576.0    57459.9   46080.0 42655.4 7168.0 6144.0    133    0.400   5      0.321    0.721
1024.0 1024.0 572.5   0.0   24576.0   1679.1   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0   3615.4   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0   5165.4   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0   6748.5   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0   8413.0   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0  10397.1   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0  11984.8   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0  14054.1   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0  15656.9   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0  17302.2   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0  19237.2   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0  20897.9   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0  22565.0   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0 572.5   0.0   24576.0  24295.6   88576.0    57475.9   46080.0 42655.4 7168.0 6144.0    134    0.402   5      0.321    0.724
1024.0 1024.0  0.0   750.9  24576.0   1293.3   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0   3234.0   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0   4827.9   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0   6381.0   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0   7906.4   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0   9628.6   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0  11184.2   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0  12754.8   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0  14457.8   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0  16038.0   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0  17565.1   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0  19217.8   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0  21193.9   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0  22803.7   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0  0.0   750.9  24576.0  24446.5   88576.0    57523.9   46080.0 42655.4 7168.0 6144.0    135    0.405   5      0.321    0.726
1024.0 1024.0 700.5   0.0   24576.0   1880.8   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0   3596.3   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0   5192.7   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0   6736.3   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0   8388.6   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0  10037.4   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0  11974.6   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0  13576.1   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0  15477.6   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0  17017.6   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0  19321.1   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0  20994.0   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0  23002.1   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0 700.5   0.0   24576.0  24576.0   88576.0    57595.9   46080.0 42655.4 7168.0 6144.0    136    0.407   5      0.321    0.728
1024.0 1024.0  0.0   650.1  24576.0   1799.6   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0   3653.3   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0   5197.4   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0   6529.8   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0   8544.4   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0  10134.5   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0  11808.5   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0  13409.4   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0  15268.0   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0  16819.5   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0  18355.7   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0  19968.2   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0  21525.1   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0  0.0   650.1  24576.0  23181.2   88576.0    57635.9   46080.0 42655.4 7168.0 6144.0    137    0.409   5      0.321    0.730
1024.0 1024.0 596.0   0.0   24576.0   338.1    88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0   2035.3   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0   3597.5   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0   5191.0   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0   7229.7   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0   8823.1   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0  10258.5   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0  11867.6   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0  13442.2   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0  15106.0   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0  16678.6   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0  18225.5   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0  19901.4   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0  21489.6   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
1024.0 1024.0 596.0   0.0   24576.0  23398.8   88576.0    57651.9   46080.0 42656.1 7168.0 6144.5    138    0.412   5      0.321    0.733
